epoch,train_loss,learning_rate,eval_loss,eval_rmse,eval_mae,eval_acc,eval_pearson
1,0.13366467785090208,1e-05,0.01874310416834695,0.13690546,0.11106946,0.5142857142857142,0.1310341
2,0.04423326704030236,2e-05,0.03929820656776428,0.19823775,0.17571683,0.2,0.19491604
3,0.040677070695286,2e-05,0.017378521817071096,0.13182761,0.1135213,0.42857142857142855,0.14182071
4,0.03396300761960447,1.9978803340062177e-05,0.037239691242575645,0.19297588,0.15771957,0.45714285714285713,0.181096
5,0.03860530920792371,1.9915304127600726e-05,0.026407234902892793,0.16250302,0.14677136,0.2857142857142857,0.17154601
6,0.029379797245686252,1.9809774275991984e-05,0.03472720405885151,0.18635236,0.14929062,0.4,0.17281075
7,0.02479345180715124,1.966266568026178e-05,0.019983489997684956,0.14136298,0.1151263,0.4857142857142857,0.194377
8,0.02331124447907011,1.9474608282001554e-05,0.03622797557285854,0.19033648,0.16645461,0.2857142857142857,0.27654025
9,0.024269630938457947,1.9246407371861743e-05,0.022033318611127988,0.14843625,0.117668115,0.42857142857142855,0.24590397
10,0.014075797749683261,1.8979040141173618e-05,0.0268902379487242,0.16398242,0.12814617,0.45714285714285713,0.30925423
11,0.018873308047962684,1.867365149746595e-05,0.027943678998521397,0.16716363,0.14309624,0.34285714285714286,0.30827993
12,0.01806687032027791,1.8331549161795205e-05,0.03388523815998009,0.18407942,0.15480517,0.3142857142857143,0.18559021
